#time	step	pss	shared_dirty	private_dirty	heap_size	heap_alloc	heap_free	native_pss	native_shared_dirty	native_private_dirty	native_heap_size	native_heap_alloc	native_heap_free	dalvik_pss	dalvik_shared_dirty	dalvik_private_dirty	dalvik_heap_size	dalvik_heap_alloc	dalvik_heap_free
236291	171	74076		50414	20999	14469	6530	9583		9548	16384	12161	4223	4088		3856	4615	2308	2307
237306	172	74169		50434	20999	14446	6552	9587		9552	16384	12138	4245	4104		3872	4615	2308	2307
238309	173	73805		50430	20999	14439	6561	9591		9556	16384	12131	4254	4096		3864	4615	2308	2307
239323	174	74102		50442	21068	14493	6574	9583		9548	16384	12151	4232	4116		3884	4684	2342	2342
240337	174	73528		49705	21038	14460	6577	9583		9548	16384	12133	4250	4144		3912	4654	2327	2327
241340	175	73860		50470	21036	14462	6573	9587		9552	16384	12136	4247	4140		3908	4652	2326	2326
242343	176	74946		51267	21031	14472	6558	9595		9560	16384	12148	4235	4164		3932	4647	2324	2323
243358	176	74210		50450	21031	14475	6555	9571		9536	16384	12151	4232	4136		3904	4647	2324	2323
244372	177	74587		51235	21063	14461	6601	9583		9548	16384	12121	4262	4144		3912	4679	2340	2339
245385	178	74637		51239	21031	14458	6572	9591		9556	16384	12134	4249	4140		3908	4647	2324	2323
246386	179	74914		51271	21031	14465	6565	9595		9560	16384	12141	4242	4168		3936	4647	2324	2323
247390	179	73772		50430	21063	14486	6576	9575		9540	16384	12146	4237	4112		3880	4679	2340	2339
248406	180	73792		50438	20999	14438	6560	9583		9548	16384	12130	4253	4112		3880	4615	2308	2307
249420	180	73295		49653	20999	14452	6546	9579		9544	16384	12144	4239	4096		3864	4615	2308	2307
250434	181	73023		49661	20999	14431	6567	9583		9548	16384	12123	4260	4100		3868	4615	2308	2307
251443	182	73948		50430	21031	14473	6557	9567		9532	16384	12149	4234	4120		3888	4647	2324	2323
252458	183	74761		51243	21038	14454	6583	9587		9552	16384	12127	4256	4148		3916	4654	2327	2327
253470	183	75028		51255	21038	14441	6596	9587		9552	16384	12114	4269	4160		3928	4654	2327	2327
254482	184	73710		50470	21034	14446	6587	9587		9552	16384	12121	4262	4140		3908	4650	2325	2325
255484	185	73714		50478	21031	14471	6559	9575		9540	16384	12147	4236	4160		3928	4647	2324	2323
256498	185	73292		49713	21063	14503	6559	9575		9540	16384	12163	4220	4160		3928	4679	2340	2339
257514	186	73755		50478	21031	14460	6570	9583		9548	16384	12136	4247	4152		3920	4647	2324	2323
258520	187	73760		50486	21031	14477	6553	9587		9552	16384	12153	4230	4156		3924	4647	2324	2323
259523	188	73778		50494	21031	14447	6583	9579		9544	16384	12123	4260	4172		3940	4647	2324	2323
260528	188	74784		51223	20999	14438	6560	9579		9544	16384	12130	4253	4136		3904	4615	2308	2307
261541	189	74837		51199	20999	14439	6559	9587		9552	16384	12131	4252	4104		3872	4615	2308	2307
262543	190	74466		51191	20999	14452	6546	9587		9552	16384	12144	4239	4096		3864	4615	2308	2307
263556	191	73693		50422	20998	14442	6555	9567		9532	16384	12135	4248	4112		3880	4614	2307	2307
264559	191	74217		50426	21033	14458	6574	9575		9540	16384	12133	4250	4108		3876	4649	2325	2324
265570	192	73916		50478	21039	14465	6573	9583		9548	16384	12137	4246	4152		3920	4655	2328	2327
266579	193	74629		51239	21038	14474	6563	9587		9552	16384	12147	4236	4144		3912	4654	2327	2327
267595	193	74190		50478	21032	14447	6584	9575		9540	16384	12123	4260	4160		3928	4648	2324	2324
268596	194	73782		50462	21031	14455	6575	9575		9540	16384	12131	4252	4144		3912	4647	2324	2323
269599	195	73318		49681	21064	14470	6593	9583		9548	16384	12130	4253	4120		3888	4680	2340	2340
270604	195	74106		50462	21031	14449	6581	9571		9536	16384	12125	4258	4148		3916	4647	2324	2323
271620	196	74204		50482	21031	14461	6569	9574		9540	16384	12137	4246	4164		3932	4647	2324	2323
272636	197	73794		50494	21031	14451	6579	9578		9544	16384	12127	4256	4172		3940	4647	2324	2323
273639	198	73797		50454	20999	14438	6560	9578		9544	16384	12130	4253	4132		3900	4615	2308	2307
274652	198	73267		49665	20999	14434	6564	9590		9556	16384	12126	4257	4096		3864	4615	2308	2307
275654	199	72899		49657	20999	14450	6548	9582		9548	16384	12142	4241	4096		3864	4615	2308	2307
276658	200	74682		51187	21031	14471	6559	9578		9544	16384	12147	4236	4100		3868	4647	2324	2323
277666	200	74343		51167	20999	14419	6579	9578		9544	16384	12111	4272	4079		3848	4615	2308	2307
278676	200	74480		51151	21031	14428	6602	9586		9552	16384	12104	4279	4055		3824	4647	2324	2323
279678	201	74613		51147	20999	14422	6576	9582		9548	16384	12114	4269	4055		3824	4615	2308	2307
280696	201	74349		51151	21031	14423	6607	9570		9536	16384	12099	4284	4071		3840	4647	2324	2323
281700	202	74477		51203	21066	14467	6598	9577		9544	16384	12126	4257	4115		3884	4682	2341	2341
282702	202	73398		50442	21063	14472	6590	9581		9548	16384	12132	4251	4115		3884	4679	2340	2339
283704	202	74195		51171	21031	14479	6551	9561		9528	16384	12139	4244	4099		3868	4647	2340	2307
284716	203	73019		49709	21031	14431	6599	9585		9552	16384	12107	4276	4142		3912	4647	2324	2323
285719	203	73446		50442	21031	14441	6589	9585		9552	16384	12117	4266	4110		3880	4647	2324	2323
286719	204	70607		47158	21034	14346	6687	9589		9556	16384	12005	4378	4046		3816	4650	2341	2309
287736	204	70978		46970	21040	14020	7019	9581		9548	16384	11692	4691	4058		3828	4656	2328	2328
288746	205	70494		46906	20972	13984	6987	9585		9552	16384	11690	4693	3990		3760	4588	2294	2294
289759	206	70337		46870	20969	13982	6986	9577		9544	16384	11689	4694	3962		3732	4585	2293	2292
290776	207	70466		46866	20969	13982	6986	9577		9544	16384	11689	4694	3958		3728	4585	2293	2292
291789	207	47549		23608	20969	13685	7283	9405		9372	16384	11392	4991	3970		3740	4585	2293	2292
292791	208	46972		23464	20968	13670	7297	9349		9316	16384	11378	5005	3954		3724	4584	2292	2292
293793	209	46708		23464	20968	13668	7299	9349		9316	16384	11376	5007	3954		3724	4584	2292	2292
294806	210	46750		23484	20969	13668	7300	9349		9316	16384	11375	5008	3974		3744	4585	2293	2292
295818	211	47278		23472	20968	13650	7317	9349		9316	16384	11358	5025	3962		3732	4584	2292	2292
296825	212	47156		23472	20968	13652	7315	9349		9316	16384	11360	5023	3962		3732	4584	2292	2292
297826	213	47023		23488	20969	13653	7315	9349		9316	16384	11360	5023	3978		3748	4585	2293	2292
298830	213	47042		23468	20969	13606	7362	9345		9312	16384	11313	5070	3962		3732	4585	2293	2292
299846	214	47362		23468	20969	13552	7416	9345		9312	16384	11259	5124	3962		3732	4585	2293	2292
300861	215	47167		23472	20969	13552	7416	9345		9312	16384	11259	5124	3966		3736	4585	2293	2292
301866	216	47169		23484	20969	13552	7416	9345		9312	16384	11259	5124	3978		3748	4585	2293	2292
302880	217	46081		23472	20969	13552	7416	9345		9312	16384	11259	5124	3966		3736	4585	2293	2292
303885	218	45927		23464	20969	13552	7416	9345		9312	16384	11259	5124	3958		3728	4585	2293	2292
304891	219	45944		23476	20969	13552	7416	9345		9312	16384	11259	5124	3971		3740	4585	2293	2292
305905	220	45526		23464	20969	13552	7416	9345		9312	16384	11259	5124	3958		3728	4585	2293	2292
306909	221	45762		23468	20969	13552	7416	9345		9312	16384	11259	5124	3962		3732	4585	2293	2292
307910	222	45621		23468	20969	13551	7417	9345		9312	16384	11258	5125	3962		3732	4585	2293	2292
308919	223	45848		23472	20969	13568	7400	9344		9312	16384	11259	5124	3966		3736	4585	2309	2276
309931	223	45784		23464	20969	13552	7416	9344		9312	16384	11259	5124	3957		3728	4585	2293	2292
310947	224	45547		23472	20969	13551	7417	9344		9312	16384	11258	5125	3965		3736	4585	2293	2292
311950	224	45898		23472	20969	13551	7417	9344		9312	16384	11258	5125	3965		3736	4585	2293	2292
312965	225	45329		23472	20969	13552	7416	9344		9312	16384	11259	5124	3965		3736	4585	2293	2292
313980	226	45420		23484	20969	13552	7416	9345		9312	16384	11259	5124	3982		3748	4585	2293	2292
314994	227	45846		23464	20969	13551	7417	9345		9312	16384	11258	5125	3965		3728	4585	2293	2292
315996	228	45767		23464	21001	13568	7432	9345		9312	16384	11259	5124	3965		3728	4617	2309	2308
316997	229	45663		23472	20969	13552	7416	9345		9312	16384	11259	5124	3973		3736	4585	2293	2292
318000	230	45815		23464	20969	13551	7417	9345		9312	16384	11258	5125	3965		3728	4585	2293	2292
319006	231	45814		23468	20969	13552	7416	9345		9312	16384	11259	5124	3969		3732	4585	2293	2292
320007	232	45685		23464	20969	13552	7416	9345		9312	16384	11259	5124	3965		3728	4585	2293	2292
321020	233	45694		23480	20969	13551	7417	9345		9312	16384	11258	5125	3981		3744	4585	2293	2292
322025	234	45917		23316	20969	13552	7416	9189		9156	16384	11259	5124	3974		3736	4585	2293	2292
323039	235	45810		23312	20969	13553	7415	9189		9156	16384	11260	5123	3970		3732	4585	2293	2292
324055	236	45659		23324	21001	13568	7432	9189		9156	16384	11259	5124	3981		3744	4617	2309	2308
325070	237	45942		23316	20969	13552	7416	9189		9156	16384	11259	5124	3973		3736	4585	2293	2292
326086	238	46250		23308	20969	13553	7415	9189		9156	16384	11260	5123	3964		3728	4585	2293	2292
327090	239	45992		23308	20969	13552	7416	9189		9156	16384	11259	5124	3964		3728	4585	2293	2292
328096	240	46001		23320	20969	13552	7416	9189		9156	16384	11259	5124	3976		3740	4585	2293	2292
329108	240	46363		23308	20969	13553	7415	9187		9156	16384	11260	5123	3964		3728	4585	2293	2292
330110	241	46193		23308	20969	13551	7417	9187		9156	16384	11258	5125	3964		3728	4585	2293	2292
331126	242	45965		23324	20969	13552	7416	9187		9156	16384	11259	5124	3980		3744	4585	2293	2292
332127	243	45891		23308	20969	13553	7415	9187		9156	16384	11260	5123	3965		3728	4585	2293	2292
333131	244	45853		23308	20969	13551	7417	9186		9156	16384	11258	5125	3965		3728	4585	2293	2292
334146	245	45734		23308	20969	13552	7416	9189		9156	16384	11259	5124	3965		3728	4585	2293	2292
335161	246	45922		23328	20969	13553	7415	9189		9156	16384	11260	5123	3987		3748	4585	2293	2292
336164	247	46330		23316	20969	13551	7417	9189		9156	16384	11258	5125	3975		3736	4585	2293	2292
337178	248	46402		23308	20969	13552	7416	9189		9156	16384	11259	5124	3967		3728	4585	2293	2292
338184	249	46246		23320	20969	13553	7415	9189		9156	16384	11260	5123	3979		3740	4585	2293	2292
339187	250	46172		23308	20969	13552	7416	9189		9156	16384	11259	5124	3967		3728	4585	2293	2292
340188	250	46578		23308	20969	13552	7416	9189		9156	16384	11259	5124	3967		3728	4585	2293	2292
341191	251	46443		23308	20969	13552	7416	9189		9156	16384	11259	5124	3967		3728	4585	2293	2292
342195	252	46448		23320	20970	13553	7416	9189		9156	16384	11260	5123	3979		3740	4586	2293	2293
343198	253	46678		23308	20969	13552	7416	9189		9156	16384	11259	5124	3967		3728	4585	2293	2292
344198	254	46693		23308	20969	13552	7416	9189		9156	16384	11259	5124	3967		3728	4585	2293	2292
345204	255	46110		23324	20970	13553	7416	9189		9156	16384	11260	5123	3983		3744	4586	2293	2293
346219	256	46347		23316	20969	13552	7416	9189		9156	16384	11259	5124	3975		3736	4585	2293	2292
347223	257	46246		23316	20969	13552	7416	9190		9156	16384	11259	5124	3975		3736	4585	2293	2292
348225	258	46167		23320	20970	13553	7416	9190		9156	16384	11260	5123	3979		3740	4586	2293	2293
349227	259	45954		23308	20969	13552	7416	9190		9156	16384	11259	5124	3967		3728	4585	2293	2292
350242	260	45992		23308	20969	13552	7416	9190		9156	16384	11259	5124	3967		3728	4585	2293	2292
351245	261	46411		23328	20970	13554	7415	9190		9156	16384	11261	5122	3987		3748	4586	2293	2293
352251	262	46212		23316	20969	13530	7438	9189		9156	16384	11237	5146	3975		3736	4585	2293	2292
353252	263	45936		23312	20969	13502	7466	9190		9156	16384	11209	5174	3972		3732	4585	2293	2292
354256	264	46165		23320	20970	13447	7522	9189		9156	16384	11154	5229	3979		3740	4586	2293	2293
355260	265	46156		23308	20969	13446	7522	9189		9156	16384	11153	5230	3967		3728	4585	2293	2292
356275	266	45823		23308	20969	13446	7522	9189		9156	16384	11153	5230	3967		3728	4585	2293	2292
357290	267	45836		23308	20969	13447	7521	9189		9156	16384	11154	5229	3967		3728	4585	2293	2292
358303	268	46457		23328	20970	13446	7523	9189		9156	16384	11153	5230	3987		3748	4586	2293	2293
359311	269	46332		23312	21001	13462	7538	9189		9156	16384	11153	5230	3971		3732	4617	2309	2308
360324	269	46135		23316	20969	13448	7520	9193		9160	16384	11155	5228	3971		3732	4585	2293	2292
361325	270	46256		23312	20969	13446	7522	9193		9160	16384	11153	5230	3966		3728	4585	2293	2292
362340	271	46617		23332	20970	13438	7531	9193		9160	16384	11145	5238	3986		3748	4586	2293	2293
363351	272	46371		23316	20969	13438	7530	9193		9160	16384	11145	5238	3970		3732	4585	2293	2292
364353	273	46210		23316	20969	13437	7531	9193		9160	16384	11144	5239	3970		3732	4585	2293	2292
365355	274	46298		23308	20970	13430	7539	9189		9156	16384	11137	5246	3966		3728	4586	2293	2293
366361	275	46044		23308	20969	13414	7554	9189		9156	16384	11121	5262	3966		3728	4585	2293	2292
367377	276	45849		23308	20969	13413	7555	9189		9156	16384	11120	5263	3966		3728	4585	2293	2292
368388	277	45800		23308	20969	13413	7555	9189		9156	16384	11120	5263	3966		3728	4585	2293	2292
369391	278	46159		23324	20970	13414	7555	9189		9156	16384	11121	5262	3982		3744	4586	2293	2293
370399	279	46016		23308	20969	13413	7555	9189		9156	16384	11120	5263	3966		3728	4585	2293	2292
371402	280	45941		23316	20969	13413	7555	9189		9156	16384	11120	5263	3974		3736	4585	2293	2292
372405	281	46105		23324	20970	13414	7555	9189		9156	16384	11121	5262	3982		3744	4586	2293	2293
373407	282	45951		23316	20969	13413	7555	9189		9156	16384	11120	5263	3974		3736	4585	2293	2292
374411	283	45817		23312	20969	13413	7555	9189		9156	16384	11120	5263	3970		3732	4585	2293	2292
375424	284	45770		23320	20970	13414	7555	9189		9156	16384	11121	5262	3978		3740	4586	2293	2293
376426	285	46330		23312	20969	13413	7555	9189		9156	16384	11120	5263	3970		3732	4585	2293	2292
377441	286	46201		23312	20969	13413	7555	9189		9156	16384	11120	5263	3970		3732	4585	2293	2292
378444	287	46367		23336	20970	13415	7554	9189		9156	16384	11122	5261	3991		3752	4586	2293	2293
379455	288	46614		23344	20969	13563	7405	9201		9168	16384	11270	5113	3982		3744	4585	2293	2292
380456	289	46506		23340	20969	13564	7404	9201		9168	16384	11271	5112	3978		3740	4585	2293	2292
381457	289	46348		23336	20969	13564	7404	9201		9168	16384	11271	5112	3974		3736	4585	2293	2292
382460	290	46298		23352	20970	13564	7405	9201		9168	16384	11271	5112	3990		3752	4586	2293	2293
383464	291	46682		23344	20969	13563	7405	9201		9168	16384	11270	5113	3982		3744	4585	2293	2292
384471	292	46455		23344	20969	13564	7404	9201		9168	16384	11271	5112	3982		3744	4585	2293	2292
385474	293	46326		23344	20969	13564	7404	9201		9168	16384	11271	5112	3982		3744	4585	2293	2292
386476	294	46692		23356	20970	13563	7406	9201		9168	16384	11270	5113	3994		3756	4586	2293	2293
387479	295	46507		23336	20969	13564	7404	9201		9168	16384	11271	5112	3974		3736	4585	2293	2292
388481	296	46318		23344	20969	13564	7404	9201		9168	16384	11271	5112	3982		3744	4585	2293	2292
389486	297	46700		23356	20970	13564	7405	9201		9168	16384	11271	5112	3995		3756	4586	2293	2293
390491	298	46694		23344	20969	13564	7404	9201		9168	16384	11271	5112	3983		3744	4585	2293	2292
391506	299	46322		23344	21001	13580	7420	9201		9168	16384	11271	5112	3983		3744	4617	2309	2308
392508	300	46347		23364	20970	13562	7407	9201		9168	16384	11269	5114	4003		3764	4586	2293	2293
393522	301	46688		23336	20969	13564	7404	9201		9168	16384	11271	5112	3975		3736	4585	2293	2292
394536	302	46403		23336	20969	13563	7405	9201		9168	16384	11270	5113	3975		3736	4585	2293	2292
395551	303	46257		23356	20970	13562	7407	9201		9168	16384	11269	5114	3995		3756	4586	2293	2293
396566	304	46616		23344	20969	13563	7405	9201		9168	16384	11270	5113	3983		3744	4585	2293	2292
397579	305	46587		23344	20969	13564	7404	9201		9168	16384	11271	5112	3983		3744	4585	2293	2292
398582	306	46259		23348	20970	13562	7407	9201		9168	16384	11269	5114	3987		3748	4586	2293	2293
399586	307	45954		23336	20969	13563	7405	9201		9168	16384	11270	5113	3975		3736	4585	2293	2292
400598	308	46265		23336	20969	13564	7404	9199		9168	16384	11271	5112	3975		3736	4585	2293	2292
401602	309	46593		23348	20970	13562	7407	9199		9168	16384	11269	5114	3986		3748	4586	2293	2293
402614	310	45896		23332	20969	13563	7405	9199		9168	16384	11270	5113	3970		3732	4585	2293	2292
403631	311	45972		23336	20969	13564	7404	9199		9168	16384	11271	5112	3974		3736	4585	2293	2292
404647	311	45777		23336	20969	13563	7405	9199		9168	16384	11270	5113	3974		3736	4585	2293	2292
405652	312	45739		23348	20970	13563	7406	9201		9168	16384	11270	5113	3986		3748	4586	2293	2293
406665	313	45666		23340	20969	13564	7404	9201		9168	16384	11271	5112	3978		3740	4585	2293	2292
407676	314	45696		23340	20969	13563	7405	9201		9168	16384	11270	5113	3981		3740	4585	2293	2292
408679	315	45897		23348	20970	13564	7405	9201		9168	16384	11271	5112	3989		3748	4586	2293	2293
409683	316	45774		23336	20969	13564	7404	9201		9168	16384	11271	5112	3977		3736	4585	2293	2292
410696	316	45792		23336	20969	13563	7405	9201		9168	16384	11270	5113	3977		3736	4585	2293	2292
411700	317	46002		23336	20969	13564	7404	9201		9168	16384	11271	5112	3975		3736	4585	2293	2292
412715	317	45557		23336	20969	13564	7404	9202		9168	16384	11271	5112	3977		3736	4585	2293	2292
413720	317	45972		23348	20970	13564	7405	9202		9168	16384	11271	5112	3990		3748	4586	2293	2293
414736	318	45959		23336	20969	13564	7404	9202		9168	16384	11271	5112	3978		3736	4585	2293	2292
415752	319	45573		23336	20969	13564	7404	9202		9168	16384	11271	5112	3978		3736	4585	2293	2292
416766	320	45579		23336	20969	13564	7404	9202		9168	16384	11271	5112	3978		3736	4585	2293	2292
417772	321	45597		23336	20969	13563	7405	9202		9168	16384	11270	5113	3978		3736	4585	2293	2292
418788	322	45821		23356	20970	13565	7404	9202		9168	16384	11272	5111	3996		3756	4586	2293	2293
419801	323	45971		23336	20969	13565	7403	9202		9168	16384	11272	5111	3975		3736	4585	2293	2292
420815	323	45950		23336	20969	13564	7404	9202		9168	16384	11271	5112	3976		3736	4585	2293	2292
421816	324	45912		23336	20969	13564	7404	9202		9168	16384	11271	5112	3979		3736	4585	2293	2292
422818	325	45875		23336	20970	13565	7404	9202		9168	16384	11272	5111	3979		3736	4586	2293	2293
423819	326	45876		23340	20969	13564	7404	9202		9168	16384	11271	5112	3983		3740	4585	2293	2292
424839	327	45864		23336	20969	13564	7404	9202		9168	16384	11271	5112	3979		3736	4585	2293	2292
425855	328	45877		23344	20970	13564	7405	9202		9168	16384	11271	5112	3987		3744	4586	2293	2293
426857	329	45857		23336	20969	13564	7404	9203		9168	16384	11271	5112	3980		3736	4585	2293	2292
427860	330	46538		23348	20969	13564	7404	9203		9168	16384	11271	5112	3992		3748	4585	2293	2292
428876	331	46369		23344	20969	13564	7404	9203		9168	16384	11271	5112	3988		3744	4585	2293	2292
429879	332	46238		23360	20970	13564	7405	9203		9168	16384	11271	5112	4004		3760	4586	2293	2293
430895	333	46528		23340	20969	13563	7405	9203		9168	16384	11270	5113	3984		3740	4585	2293	2292
431898	333	46515		23340	20969	13563	7405	9203		9168	16384	11270	5113	3984		3740	4585	2293	2292
432904	334	46342		23352	20970	13564	7405	9203		9168	16384	11271	5112	3996		3752	4586	2293	2293
433910	335	46269		23340	20969	13563	7405	9203		9168	16384	11270	5113	3984		3740	4585	2293	2292
434920	336	46549		23340	20969	13563	7405	9203		9168	16384	11270	5113	3984		3740	4585	2293	2292
435923	337	45907		23348	20970	13564	7405	9203		9168	16384	11271	5112	3992		3748	4586	2293	2293
436935	338	45804		23348	20969	13564	7404	9203		9168	16384	11271	5112	3992		3748	4585	2293	2292
437946	339	45745		23344	20969	13564	7404	9203		9168	16384	11271	5112	3988		3744	4585	2293	2292
438949	340	46111		23356	20970	13564	7405	9203		9168	16384	11271	5112	4000		3756	4586	2293	2293
439960	341	45958		23344	20969	13564	7404	9202		9168	16384	11271	5112	3987		3744	4585	2293	2292
440962	342	45763		23344	20969	13564	7404	9203		9168	16384	11271	5112	3990		3744	4585	2293	2292
441961	343	46212		23336	20969	13564	7404	9203		9168	16384	11271	5112	3978		3736	4585	2293	2292
442972	343	46029		23348	20970	13580	7389	9203		9168	16384	11271	5112	3994		3748	4586	2309	2277
443980	344	45808		23336	20969	13580	7388	9203		9168	16384	11271	5112	3982		3736	4585	2309	2276
444984	345	46237		23336	20969	13564	7404	9204		9168	16384	11271	5112	3984		3736	4585	2293	2292
445999	345	45789		23344	20969	13562	7406	9204		9168	16384	11269	5114	3992		3744	4585	2293	2292
447002	346	46101		23336	20969	13580	7388	9204		9168	16384	11271	5112	3983		3736	4585	2309	2276
448016	346	46230		23340	20969	13564	7404	9205		9168	16384	11271	5112	3990		3740	4585	2293	2292
449019	347	46228		23336	20969	13564	7404	9204		9168	16384	11271	5112	3986		3736	4585	2293	2292
450030	348	46100		23336	20969	13578	7390	9204		9168	16384	11269	5114	3985		3736	4585	2309	2276
451033	349	46566		23336	20969	13564	7404	9205		9168	16384	11271	5112	3984		3736	4585	2293	2292
452036	349	46179		23336	20969	13580	7388	9206		9168	16384	11271	5112	3986		3736	4585	2309	2276
453052	350	46313		23336	20969	13564	7404	9206		9168	16384	11271	5112	3986		3736	4585	2293	2292
454061	350	46723		23352	20970	13580	7389	9207		9168	16384	11271	5112	4003		3752	4586	2309	2277
455063	351	46287		23348	20969	13564	7404	9207		9168	16384	11271	5112	3999		3748	4585	2293	2292
456078	352	46248		23348	20969	13564	7404	9207		9168	16384	11271	5112	3999		3748	4585	2293	2292
457080	353	46242		23348	20970	13564	7405	9207		9168	16384	11271	5112	3999		3748	4586	2293	2293
458086	354	46258		23336	20969	13564	7404	9207		9168	16384	11271	5112	3987		3736	4585	2293	2292
459099	355	46257		23336	20969	13564	7404	9207		9168	16384	11271	5112	3987		3736	4585	2293	2292
460103	356	46260		23348	20970	13564	7405	9207		9168	16384	11271	5112	3999		3748	4586	2293	2293
461119	357	46391		23336	20969	13564	7404	9207		9168	16384	11271	5112	3987		3736	4585	2293	2292
462133	358	46992		23340	21002	13580	7421	9207		9168	16384	11271	5112	3991		3740	4618	2309	2309
463136	359	46998		23340	21001	13596	7404	9208		9168	16384	11271	5112	3991		3740	4617	2325	2292
464141	359	46585		23348	20969	13564	7404	9212		9172	16384	11271	5112	3995		3744	4585	2293	2292
465150	360	46476		23344	21001	13580	7420	9212		9172	16384	11271	5112	3991		3740	4617	2309	2308
466157	361	46825		23348	20970	13565	7404	9212		9172	16384	11272	5111	3995		3744	4586	2293	2293
467160	362	46663		23340	20969	13565	7403	9212		9172	16384	11272	5111	3987		3736	4585	2293	2292
468166	363	46517		23340	20969	13565	7403	9212		9172	16384	11272	5111	3987		3736	4585	2293	2292
